课程,学分,任课教师,职称,上课班级,上课班级名称,人数/班级,上课群组名称,行政班级,周次,节次,上课地点,承担单位
包装设计,4,屈云东,副教授,008708,,18/1,,视传1602,4-8,101020304,艺术楼403,视觉传达
包装设计,4,屈云东,副教授,008708,,18/1,,视传1602,4-8,301020304,艺术楼403,视觉传达
包装设计,4,屈云东,副教授,008708,,18/1,,视传1602,4-8,505060708,艺术楼403,视觉传达
包装设计,4,毛寒,副教授,008709,,18/1,,视传1601,4-8,301020304,艺术楼310,视觉传达
包装设计,4,毛寒,副教授,008709,,18/1,,视传1601,9,101020304,艺术楼310,视觉传达
包装设计,4,毛寒,副教授,008709,,18/1,,视传1601,4-8,505060708,艺术楼310,视觉传达
包装设计,4,毛寒,副教授,008709,,18/1,,视传1601,4-8,101020304,艺术楼310,视觉传达
历史遗产保护与利用,2,钟虹滨,教授,008712,,0/2,,"环设1601,环设1602",13-16,501020304,艺术楼315,环境艺术设计系
历史遗产保护与利用,2,钟虹滨,教授,008712,,0/2,,"环设1601,环设1602",13-16,205060708,艺术楼315,环境艺术设计系
地域建筑与文化研究,2,李星星,讲师（高校）,008715,,0/2,,"环设1602,环设1601",5-8,105060708,艺术楼315,环境艺术设计系
地域建筑与文化研究,2,李星星,讲师（高校）,008715,,0/2,,"环设1602,环设1601",5-8,401020304,艺术楼315,环境艺术设计系
设计评论,2,刘少博,副教授,008717,,0/2,,"环设1602,环设1601",9-12,401020304,艺术楼315,环境艺术设计系
设计评论,2,刘少博,副教授,008717,,0/2,,"环设1602,环设1601",9-12,105060708,艺术楼315,环境艺术设计系
数码建构,2,吴俊霆,讲师（高校）,008719,,0/2,,"环设1602,环设1601",1-4,201020304,艺术楼315,环境艺术设计系
数码建构,2,吴俊霆,讲师（高校）,008719,,0/2,,"环设1602,环设1601",1-4,405060708,艺术楼315,环境艺术设计系
文化环境设计,4,陈翊斌,副教授,008721,,61/2,,"环设1602,环设1601",1-8,205060708,艺术楼315,环境艺术设计系
文化环境设计,4,陈翊斌,副教授,008721,,61/2,,"环设1602,环设1601",1-8,501020304,艺术楼315,环境艺术设计系
环境问题研究与实践,4,朱力,教授,008723,,61/2,,"环设1602,环设1601",9-16,405060708,艺术楼315,环境艺术设计系
环境问题研究与实践,4,朱力,教授,008723,,61/2,,"环设1602,环设1601",9-16,201020304,艺术楼315,环境艺术设计系
用户研究,2,李志榕,教授,008728,,32/1,,产设1602,1-4,105060708,艺术楼303,产品设计
用户研究,2,李志榕,教授,008728,,32/1,,产设1602,1-4,301020304,艺术楼303,产品设计
用户研究,2,张莉立,高级工程师,008729,,33/1,,产设1601,1-4,105060708,艺术楼302,产品设计
用户研究,2,张莉立,高级工程师,008729,,33/1,,产设1601,1-4,301020304,艺术楼302,产品设计
交互设计,4,乔煜,讲师（高校）,008730,,32/1,,产设1602,8-15,105060708,艺术楼305,产品设计
交互设计,4,乔煜,讲师（高校）,008730,,32/1,,产设1602,8-15,405060708,艺术楼305,产品设计
交互设计,4,黄智宇,副教授,008731,,33/1,,产设1601,8-15,105060708,艺术楼304,产品设计
交互设计,4,黄智宇,副教授,008731,,33/1,,产设1601,8-15,405060708,艺术楼304,产品设计
装备产品设计实施,4,邹涛,副教授,008732,,32/1,,产设1602,11-15,301020304,艺术楼303,产品设计
装备产品设计实施,4,邹涛,副教授,008732,,32/1,,产设1602,16,301020304,艺术楼303,产品设计
装备产品设计实施,4,邹涛,副教授,008732,,32/1,,产设1602,11-15,401020304,艺术楼305,产品设计
装备产品设计实施,4,邹涛,副教授,008732,,32/1,,产设1602,11-15,505060708,艺术楼305,产品设计
装备产品设计实施,4,刘颖,讲师（高校）,008733,,33/1,,产设1601,11-15,301020304,艺术楼304,产品设计
装备产品设计实施,4,刘颖,讲师（高校）,008733,,33/1,,产设1601,11-15,505060708,艺术楼304,产品设计
装备产品设计实施,4,刘颖,讲师（高校）,008733,,33/1,,产设1601,16,301020304,艺术楼304,产品设计
装备产品设计实施,4,刘颖,讲师（高校）,008733,,33/1,,产设1601,11-15,401020304,艺术楼304,产品设计
装备产品设计,6,邹涛,副教授,008736,,32/1,,产设1602,1-12,501020304,艺术楼305,产品设计
装备产品设计,6,邹涛,副教授,008736,,32/1,,产设1602,1-12,201020304,艺术楼305,产品设计
装备产品设计,6,刘颖,讲师（高校）,008737,,33/1,,产设1601,1-12,501020304,艺术楼304,产品设计
装备产品设计,6,刘颖,讲师（高校）,008737,,33/1,,产设1601,1-12,201020304,艺术楼304,产品设计
中国近现代史纲要,2,吴争春,副教授,008740,,22/1,,舞蹈1601,"1,3,5,7,9,11,13,15-16",20304,B座114,史纲教研中心
舞蹈美学,2,龚倩,副教授,008741,,0/1,,舞蹈1601,1-16,50506,艺术楼201,舞蹈表演
舞蹈教学法,2,龚倩,副教授,008742,,0/1,,舞蹈1601,1-16,50304,艺术楼109,舞蹈表演
舞蹈编导（二）,2,郭贝贝,副教授,008743,,0/1,,舞蹈1601,17,40304,艺术楼109,舞蹈表演
舞蹈编导（二）,2,郭贝贝,副教授,008743,,0/1,,舞蹈1601,3-17,10304,艺术楼109,舞蹈表演
湖南民族民间舞,3,周智辉,讲师（高校）,008744,,0/1,,舞蹈1601,1-16,2050607,艺术楼126,舞蹈表演
朝鲜族民间舞,4,周智辉,讲师（高校）,008745,,22/1,,舞蹈1601,1-16,20102,艺术楼109,舞蹈表演
朝鲜族民间舞,4,周智辉,讲师（高校）,008745,,22/1,,舞蹈1601,1-16,40506,艺术楼109,舞蹈表演
现代舞基训（二）,4,周智辉,讲师（高校）,008746,,22/1,,舞蹈1601,1-16,10506,艺术楼126,舞蹈表演
现代舞基训（二）,4,周智辉,讲师（高校）,008746,,22/1,,舞蹈1601,1-16,40708,艺术楼126,舞蹈表演
中国民间舞蹈文化,2,龚倩,副教授,008749,,0/1,,舞蹈1701,1-16,40708,艺术楼201,舞蹈表演
毯子功（二）,2,周智辉,讲师（高校）,008750,,0/1,,舞蹈1701,1-16,40102,艺术楼126,舞蹈表演
视唱练耳（四）,3,廖彦,讲师（高校）,008752,,20/1,,舞蹈1701,1-16,5020304,艺术楼202,舞蹈表演
中国古典舞基训（二）,4,周智辉,讲师（高校）,008753,,20/1,,舞蹈1701,1-16,10708,艺术楼109,舞蹈表演
中国古典舞基训（二）,4,周智辉,讲师（高校）,008753,,20/1,,舞蹈1701,1-16,30102,艺术楼109,舞蹈表演
蒙古族民间舞,4,周智辉,讲师（高校）,008754,,20/1,,舞蹈1701,1-16,30304,艺术楼126,舞蹈表演
蒙古族民间舞,4,周智辉,讲师（高校）,008754,,20/1,,舞蹈1701,1-16,10102,艺术楼126,舞蹈表演
人机工程学,2,邹涛,副教授,008762,,22/1,,产设1701,1-4,105060708,艺术楼305,产品设计
人机工程学,2,邹涛,副教授,008762,,22/1,,产设1701,1-4,401020304,艺术楼305,产品设计
人机工程学,2,张莉立,高级工程师,008763,,44/2,,"产设1702,产设1703",1-4,405060708,艺术楼307,产品设计
人机工程学,2,张莉立,高级工程师,008763,,44/2,,"产设1702,产设1703",1-4,101020304,艺术楼307,产品设计
材料与表面工艺,3,刘磊,讲师（高校）,008767,,0/1,,产设1703,11-16,301020304,艺术楼305,产品设计
材料与表面工艺,3,刘磊,讲师（高校）,008767,,0/1,,产设1703,11-16,101020304,艺术楼305,产品设计
材料与表面工艺,3,刘磊,讲师（高校）,008768,,0/2,,"产设1702,产设1701",11-16,105060708,艺术楼307,产品设计
材料与表面工艺,3,刘磊,讲师（高校）,008768,,0/2,,"产设1702,产设1701",11-16,401020304,艺术楼307,产品设计
工业设计工程基础,3,王刚,副教授,008771,,0/1,,产设1701,5-10,301020304,艺术楼305,产品设计
工业设计工程基础,3,王刚,副教授,008771,,0/1,,产设1701,5-10,101020304,艺术楼305,产品设计
工业设计工程基础,3,王刚,副教授,008772,,0/2,,"产设1703,产设1702",5-10,401020304,艺术楼307,产品设计
工业设计工程基础,3,王刚,副教授,008772,,0/2,,"产设1703,产设1702",5-10,105060708,艺术楼307,产品设计
图形与界面设计,3,黄智宇,副教授,008774,,0/2,,"产设1701,产设1703",10-15,501020304,艺术楼307,产品设计
图形与界面设计,3,黄智宇,副教授,008774,,0/2,,"产设1701,产设1703",10-15,201020304,艺术楼307,产品设计
图形与界面设计,3,乔煜,讲师（高校）,008775,,0/1,,产设1702,10-15,505060708,艺术楼302,产品设计
图形与界面设计,3,乔煜,讲师（高校）,008775,,0/1,,产设1702,10-15,201020304,艺术楼302,产品设计
产品形态设计,4,周瑄,副教授,008776,,20/1,,产设1703,1-8,505060708,艺术楼304,产品设计
产品形态设计,4,周瑄,副教授,008776,,20/1,,产设1703,1-8,301020304,艺术楼304,产品设计
产品形态设计,4,刘磊,讲师（高校）,008777,,22/1,,产设1701,1-8,201020304,艺术楼302,产品设计
产品形态设计,4,刘磊,讲师（高校）,008777,,22/1,,产设1701,1-8,505060708,艺术楼302,产品设计
产品形态设计,4,李志榕,教授,008778,,24/1,,产设1702,1-8,505060708,艺术楼303,产品设计
产品形态设计,4,李志榕,教授,008778,,24/1,,产设1702,1-8,201020304,艺术楼303,产品设计
外国古代建筑史,2,汤莉,副教授,008783,,66/2,,"建筑1701,建筑1702",9-16,10304,世Ａ302,建筑系
外国古代建筑史,2,汤莉,副教授,008783,,66/2,,"建筑1701,建筑1702",9-16,40506,世Ａ302,建筑系
场地设计原理,2,王宇,讲师（高校）,008785,,0/2,,"建筑1701,建筑1702",1-8,205060708,世Ａ302,建筑系
专业英语,2,汤莉,副教授,008787,,0/2,,"建筑1702,建筑1701",1-8,40506,世Ａ302,建筑系
专业英语,2,汤莉,副教授,008787,,0/2,,"建筑1702,建筑1701",1-8,10304,世Ａ302,建筑系
公共建筑设计及原理,2,解明镜,副教授,008789,,0/2,,"建筑1702,建筑1701",1-8,501020304,世Ａ302,建筑系
建筑构造（1）,3,吴韬,讲师（高校）,008791,,32/1,,建筑1701,5-16,301020304,世Ａ302,建筑系
建筑构造（1）,3,任倩岚,讲师（高校）,008792,,34/1,,建筑1702,5-16,301020304,世Ａ304,建筑系
马克思主义基本原理概论,3,张溆平,副教授,008793,,66/2,,"建筑1701,建筑1702",1-16,10102,世Ａ104,马克思基本原理教研室
建筑设计及原理(2),4,"李哲,童淑媛","副教授,讲师（高校）",008795,,32/1,,建筑1701,2-8,105060708,创南304,建筑系
建筑设计及原理(2),4,"童淑媛,李哲","讲师（高校）,副教授",008795,,32/1,,建筑1701,1,105060708,世Ａ302,建筑系
建筑设计及原理(2),4,"童淑媛,李哲","讲师（高校）,副教授",008795,,32/1,,建筑1701,1,401020304,世Ａ302,建筑系
建筑设计及原理(2),4,"李哲,童淑媛","副教授,讲师（高校）",008795,,32/1,,建筑1701,2-8,401020304,创南304,建筑系
建筑设计及原理(2),4,"吴韬,黄杏玲","讲师（高校）,副教授",008796,,34/1,,建筑1702,1,401020304,世Ａ304,建筑系
建筑设计及原理(2),4,"吴韬,黄杏玲","讲师（高校）,副教授",008796,,34/1,,建筑1702,1,105060708,世Ａ304,建筑系
建筑设计及原理(2),4,"黄杏玲,吴韬","副教授,讲师（高校）",008796,,34/1,,建筑1702,2-8,401020304,创南310,建筑系
建筑设计及原理(2),4,"黄杏玲,吴韬","副教授,讲师（高校）",008796,,34/1,,建筑1702,2-8,105060708,创南310,建筑系
建筑专题设计（2）,4,"童淑媛,李哲","讲师（高校）,副教授",008797,,0/1,,建筑1701,10-16,105060708,创南304,建筑系
建筑专题设计（2）,4,"童淑媛,李哲","讲师（高校）,副教授",008797,,0/1,,建筑1701,10-16,401020304,创南304,建筑系
建筑专题设计（2）,4,"童淑媛,李哲","讲师（高校）,副教授",008797,,0/1,,建筑1701,9,105060708,世Ａ302,建筑系
建筑专题设计（2）,4,"童淑媛,李哲","讲师（高校）,副教授",008797,,0/1,,建筑1701,9,401020304,世Ａ302,建筑系
建筑专题设计（2）,4,"吴韬,黄杏玲","讲师（高校）,副教授",008798,,0/1,,建筑1702,10-16,105060708,创南310,建筑系
建筑专题设计（2）,4,"黄杏玲,吴韬","副教授,讲师（高校）",008798,,0/1,,建筑1702,9,401020304,世Ａ304,建筑系
建筑专题设计（2）,4,"黄杏玲,吴韬","副教授,讲师（高校）",008798,,0/1,,建筑1702,9,105060708,世Ａ304,建筑系
建筑专题设计（2）,4,"吴韬,黄杏玲","讲师（高校）,副教授",008798,,0/1,,建筑1702,10-16,401020304,创南310,建筑系
建筑力学A（一）,3.5,"肖方红,韩衍群","副教授,讲师（高校）",008799,,66/2,,"建筑1701,建筑1702",1-14,20304,世Ａ302,力学系
建筑力学A（一）,3.5,"肖方红,韩衍群","副教授,讲师（高校）",008799,,66/2,,"建筑1701,建筑1702",1-14,50506,世Ａ302,力学系
中国近现代史纲要,2,吴争春,副教授,008809,,88/4,,"思政1701,视传1703,视传1702,视传1701","1,3,5,7,9,11,13,15-16",50910,B座311,史纲教研中心
信息设计,3,萧沁,副教授,008811,,21/1,,视传1702,1-4,501020304,艺术楼413,视觉传达
信息设计,3,萧沁,副教授,008811,,21/1,,视传1702,1-4,405060708,艺术楼413,视觉传达
信息设计,3,萧沁,副教授,008811,,21/1,,视传1702,1-4,105060708,艺术楼413,视觉传达
信息设计,3,徐皎,讲师（高校）,008812,,22/1,,视传1701,1-4,101020304,艺术楼412,视觉传达
信息设计,3,徐皎,讲师（高校）,008812,,22/1,,视传1701,1-4,505060708,艺术楼412,视觉传达
信息设计,3,徐皎,讲师（高校）,008812,,22/1,,视传1701,1-4,405060708,艺术楼412,视觉传达
网页设计,3,廖晔,讲师（高校）,008814,,21/1,,视传1702,9-12,505060708,艺术楼413,视觉传达
网页设计,3,廖晔,讲师（高校）,008814,,21/1,,视传1702,9-12,101020304,艺术楼413,视觉传达
网页设计,3,廖晔,讲师（高校）,008814,,21/1,,视传1702,9-12,201020304,艺术楼413,视觉传达
网页设计,3,徐皎,讲师（高校）,008815,,22/1,,视传1701,9-12,505060708,艺术楼412,视觉传达
网页设计,3,徐皎,讲师（高校）,008815,,22/1,,视传1701,9-12,301020304,艺术楼412,视觉传达
网页设计,3,徐皎,讲师（高校）,008815,,22/1,,视传1701,9-12,101020304,艺术楼412,视觉传达
界面与交互设计,3,徐鸣,副教授,008817,,21/1,,视传1702,13-16,301020304,艺术楼413,视觉传达
界面与交互设计,3,徐鸣,副教授,008817,,21/1,,视传1702,13-16,101020304,艺术楼413,视觉传达
界面与交互设计,3,徐鸣,副教授,008817,,21/1,,视传1702,13-16,505060708,艺术楼413,视觉传达
界面与交互设计,3,廖晔,讲师（高校）,008818,,22/1,,视传1701,13-16,505060708,艺术楼412,视觉传达
界面与交互设计,3,廖晔,讲师（高校）,008818,,22/1,,视传1701,13-16,101020304,艺术楼412,视觉传达
界面与交互设计,3,廖晔,讲师（高校）,008818,,22/1,,视传1701,13-16,301020304,艺术楼412,视觉传达
数字影像技术,3,毛寒,副教授,008821,,43/2,,"视传1701,视传1702",5-8,501020304,艺术楼412,视觉传达
数字影像技术,3,毛寒,副教授,008821,,43/2,,"视传1701,视传1702",5-8,405060708,艺术楼412,视觉传达
数字影像技术,3,毛寒,副教授,008821,,43/2,,"视传1701,视传1702",5-8,201020304,艺术楼412,视觉传达
课程设计,3,萧沁,副教授,008823,,21/1,,视传1702,7-12,105060708,艺术楼413,视觉传达
课程设计,3,萧沁,副教授,008823,,21/1,,视传1702,7-12,301020304,艺术楼413,视觉传达
课程设计,3,屈云东,副教授,008824,,22/1,,视传1701,7-12,105060708,艺术楼412,视觉传达
课程设计,3,屈云东,副教授,008824,,22/1,,视传1701,7-12,401020304,艺术楼412,视觉传达
动画运动规律,2,燕杰,讲师（高校）,008825,,18/1,,视传1703,1-4,301020304,艺术楼423,数字媒体
动画运动规律,2,燕杰,讲师（高校）,008825,,18/1,,视传1703,1-4,101020304,艺术楼423,数字媒体
动画概论与原理,2,谭曼玲,副教授,008828,,18/1,,视传1703,11-14,405060708,艺术楼423,数字媒体
动画概论与原理,2,谭曼玲,副教授,008828,,18/1,,视传1703,11-14,105060708,艺术楼423,数字媒体
信息设计思维训练,2,廖晔,讲师（高校）,008831,,0/1,,视传1703,7-10,405060708,艺术楼303,数字媒体
信息设计思维训练,2,廖晔,讲师（高校）,008831,,0/1,,视传1703,7-10,301020304,艺术楼303,数字媒体
民间工艺欣赏,2,邓海燕,讲师（高校）,008834,,0/1,,视传1703,3-6,105060708,艺术楼423,数字媒体
民间工艺欣赏,2,邓海燕,讲师（高校）,008834,,0/1,,视传1703,3-6,401020304,艺术楼423,数字媒体
影视媒体美学,2,谭曼玲,副教授,008837,,0/1,,视传1703,7-10,501020304,艺术楼414,数字媒体
影视媒体美学,2,谭曼玲,副教授,008837,,0/1,,视传1703,7-10,401020304,艺术楼303,数字媒体
交互设计,3,周娉,副教授,008840,,18/1,,视传1703,5-10,505060708,艺术楼423,数字媒体
交互设计,3,周娉,副教授,008840,,18/1,,视传1703,5-10,205060708,艺术楼423,数字媒体
二维数字动画设计,3,周娉,副教授,008843,,18/1,,视传1703,11-16,401020304,艺术楼205,数字媒体
二维数字动画设计,3,周娉,副教授,008843,,18/1,,视传1703,11-16,201020304,艺术楼205,数字媒体
动态图形设计,3,廖晔,讲师（高校）,008846,,18/1,,视传1703,1-4,201020304,艺术楼206,数字媒体
动态图形设计,3,廖晔,讲师（高校）,008846,,18/1,,视传1703,1-4,501020304,艺术楼206,数字媒体
动态图形设计,3,廖晔,讲师（高校）,008846,,18/1,,视传1703,1-4,405060708,艺术楼206,数字媒体
非线性编辑与创作设计,4,燕杰,讲师（高校）,008849,,18/1,,视传1703,11-15,501020304,艺术楼423,数字媒体
非线性编辑与创作设计,4,燕杰,讲师（高校）,008849,,18/1,,视传1703,11-15,101020304,艺术楼423,数字媒体
非线性编辑与创作设计,4,燕杰,讲师（高校）,008849,,18/1,,视传1703,16,101020304,艺术楼423,数字媒体
非线性编辑与创作设计,4,燕杰,讲师（高校）,008849,,18/1,,视传1703,11-15,205060708,艺术楼423,数字媒体
形势与政策,1,张金学,副研究员,008855,,120/4,,"城规1702,城规1701,建筑1701,建筑1702",1-16,30910,世Ｄ201,形势与政策教研中心
城市地理学,2,"邹卓君,刘立耘","讲师（高校）,讲师（高校）",008857,,54/2,,"城规1702,城规1701",1-8,401020304,世主605,城乡规划系
城市规划原理(II),2,龙卿富,讲师（高校）,008858,,26/1,,城规1702,9-16,105060708,世主304,城乡规划系
城市规划原理(II),2,朱顺娟,讲师（高校）,008859,,28/1,,城规1701,9-16,105060708,世主306,城乡规划系
场地设计,2,龙卿富,讲师（高校）,008860,,26/1,,城规1702,3-8,201020304,创南306,城乡规划系
场地设计,2,龙卿富,讲师（高校）,008860,,26/1,,城规1702,1-2,201020304,世主606,城乡规划系
场地设计,2,杨帆,副教授,008861,,28/1,,城规1701,3-8,201020304,创南404,城乡规划系
场地设计,2,杨帆,副教授,008861,,28/1,,城规1701,1-2,201020304,世主604,城乡规划系
城市经济学,2,刘立耘,讲师（高校）,008862,,26/1,,城规1702,9-16,501020304,世主306,城乡规划系
城市经济学,2,戚智勇,副教授,008863,,28/1,,城规1701,9-16,501020304,世主308,城乡规划系
建筑构造,2,任倩岚,讲师（高校）,008864,,0/1,,城规1702,1-8,205060708,世主306,建筑系
建筑构造,2,吴韬,讲师（高校）,008865,,0/1,,城规1701,1-8,205060708,世主604,建筑系
建筑结构与选型,2,匡亚川,副教授,008867,,0/2,,"城规1702,城规1701",1-8,10102,世Ａ404,建筑工程系
建筑结构与选型,2,匡亚川,副教授,008867,,0/2,,"城规1702,城规1701",1-8,40506,世Ａ404,建筑工程系
马克思主义基本原理概论,3,张溆平,副教授,008869,,54/2,,"城规1702,城规1701",1-16,10304,世Ａ104,马克思基本原理教研室
建筑设计(II),4,"郭春,黄文娟","讲师（高校）,讲师（高校）",008870,,26/1,,城规1702,1-16,301020304,创南306,建筑系
建筑设计(II),4,"许砚梅,颜萍","副教授,讲师（高校）",008871,,28/1,,城规1701,1-16,301020304,创南404,建筑系
形势与政策,1,张金学,副研究员,008875,,87/4,,"产设1701,环设1702,环设1701,产设1702","7,13",50910,B座213,形势与政策教研中心
材料与预算,2,陈翊斌,副教授,008879,,0/2,,"环设1701,环设1702",1-4,101020304,艺术楼418,环境艺术设计系
材料与预算,2,陈翊斌,副教授,008879,,0/2,,"环设1701,环设1702",1-4,405060708,艺术楼418,环境艺术设计系
植物应用基础,2,谢旭斌,教授,008881,,0/2,,"环设1702,环设1701",1-4,201020304,艺术楼418,环境艺术设计系
植物应用基础,2,谢旭斌,教授,008881,,0/2,,"环设1702,环设1701",1-4,105060708,艺术楼418,环境艺术设计系
住宅室内设计,3,吴俊霆,讲师（高校）,008883,,0/1,,环设1701,3-8,205060708,艺术楼418,环境艺术设计系
住宅室内设计,3,吴俊霆,讲师（高校）,008883,,0/1,,环设1701,3-8,401020304,艺术楼418,环境艺术设计系
住宅户外空间设计,3,刘少博,副教授,008885,,0/2,,"环设1701,环设1702",5-10,405060708,艺术楼418,环境艺术设计系
住宅户外空间设计,3,刘少博,副教授,008885,,0/2,,"环设1701,环设1702",5-10,201020304,艺术楼418,环境艺术设计系
居住环境整合设计,4,李博,副教授,008887,,41/2,,"环设1701,环设1702",9-16,401020304,艺术楼418,环境艺术设计系
居住环境整合设计,4,李博,副教授,008887,,41/2,,"环设1701,环设1702",9-16,101020304,艺术楼418,环境艺术设计系
住宅设计与住区规划,4,熊军,助教（高校）,008888,,0/1,,环设1702,9-16,501020304,艺术楼418,建筑系
住宅设计与住区规划,4,熊军,助教（高校）,008888,,0/1,,环设1702,9-16,205060708,艺术楼418,建筑系
住宅设计与住区规划,4,郭春,讲师（高校）,008889,,0/1,,环设1701,9-16,501020304,艺术楼409,建筑系
住宅设计与住区规划,4,郭春,讲师（高校）,008889,,0/1,,环设1701,9-16,205060708,艺术楼303,建筑系
形势与政策,1,张金学,副研究员,008892,,136/7,,"舞蹈1701,产设1703,音乐1702,视传1702,视传1701,视传1703,音乐1701","7,13",20910,B座212,形势与政策教研中心
曲式与作品分析-1,2,周亮,讲师（高校）,008896,,32/2,,"音乐1701,音乐1702",1-16,40506,艺术楼428-2,音乐表演
合唱与合唱指挥-1,2,刘宇田,讲师（高校）,008898,,32/2,,"音乐1701,音乐1702",1-16,50102,艺术楼204,音乐表演
中国音乐史-2,2,潘娜,讲师（高校）,008900,,32/2,,"音乐1702,音乐1701",1-16,20304,艺术楼202,音乐表演
艺术概论,2,李敬民,教授,008902,,0/2,,"音乐1701,音乐1702",1-16,50506,艺术楼202,音乐表演
音乐名作欣赏,2,李敬民,教授,008904,,0/2,,"音乐1701,音乐1702",1-16,50708,艺术楼202,音乐表演
视唱练耳-4,3,胡悍,讲师（高校）,008906,,32/2,,"音乐1701,音乐1702",1-16,3020304,艺术楼428-1,音乐表演
钢琴即兴伴奏-2,2,申婷婷,副教授,008912,,5/2,,"音乐1701,音乐1702",1-16,10304,艺术楼106,音乐表演
大学生心理健康教育,1,韩慧莉,副教授,008920,,86/3,,"建筑城规类1802,建筑城规类1801,建筑城规类1803",9-16,10102,C座407,思想政治教育系
形势与政策,2,张金学,副研究员,008932,,116/4,,"建筑城规类1802,建筑城规类1804,建筑城规类1801,建筑城规类1803","8,14",30102,B座210,形势与政策教研中心
人居环境概论,2,龙卿富,讲师（高校）,008936,,56/2,,"建筑城规类1802,建筑城规类1801",9-16,401020304,A座412,城乡规划系
人居环境概论,2,龙卿富,讲师（高校）,008937,,60/2,,"建筑城规类1803,建筑城规类1804",9-16,205060708,A座412,城乡规划系
工程地质学基础,2,滕继东,副教授,008940,,0/2,,"建筑城规类1802,建筑城规类1801",1-8,20506,A座218,岩土工程系
工程地质学基础,2,滕继东,副教授,008940,,0/2,,"建筑城规类1802,建筑城规类1801",1-8,50506,A座208,岩土工程系
工程地质学基础,2,王晅,讲师（高校）,008941,,0/2,,"建筑城规类1803,建筑城规类1804",1-8,40708,A座210,岩土工程系
工程地质学基础,2,王晅,讲师（高校）,008941,,0/2,,"建筑城规类1803,建筑城规类1804",1-8,10910,B座212,岩土工程系
大学英语（二）,3,康朝霞,讲师（高校）,008942,,28/1,,建筑城规类1802,1-16,30102,外语网络楼104,大学外语部
大学英语（二）,3,康朝霞,讲师（高校）,008942,,28/1,,建筑城规类1802,1-16,10304,外语网络楼445,大学外语部
大学英语（二）,3,马婧,讲师（高校）,008943,,30/1,,建筑城规类1804,1-16,10304,外语网络楼136,大学外语部
大学英语（二）,3,马婧,讲师（高校）,008943,,30/1,,建筑城规类1804,1-16,30304,外语网络楼114,大学外语部
大学英语（二）,3,刘可红,讲师（高校）,008944,,28/1,,建筑城规类1801,1-16,30304,外语网络楼105,大学外语部
大学英语（二）,3,刘可红,讲师（高校）,008944,,28/1,,建筑城规类1801,1-16,10304,外语网络楼449,大学外语部
大学英语（二）,3,刘晴,讲师（高校）,008945,,30/1,,建筑城规类1803,1-16,10304,外语网络楼452,大学外语部
大学英语（二）,3,刘晴,讲师（高校）,008945,,30/1,,建筑城规类1803,1-16,40506,外语网络楼114,大学外语部
中国近现代史纲要,3,吴争春,副教授,008949,,79/3,,"建筑城规类1804,建筑城规类1803,经济管理类1816","1,3,5,7,9,11,13,15-16",30910,B座108,史纲教研中心
计算机程序设计基础（C++）,3,朱从旭,教授,008952,,0/4,,"建筑城规类1802,建筑城规类1804,建筑城规类1801,建筑城规类1803",1-12,20910,C座109,计算机基础教学中心
计算机程序设计基础（C++）,3,朱从旭,教授,008952,,0/4,,"建筑城规类1802,建筑城规类1804,建筑城规类1801,建筑城规类1803",1-12,50708,C座111,计算机基础教学中心
美术(二),3,"周旭,孔果","副教授,讲师（高校）",008954,,28/1,,建筑城规类1802,1-6,405060708,A座306,美术系
美术(二),3,"周旭,孔果","副教授,讲师（高校）",008954,,28/1,,建筑城规类1802,1-6,105060708,A座306,美术系
美术(二),3,"周旭,周巧云","副教授,讲师（高校）",008955,,30/1,,建筑城规类1804,1-6,401020304,A座306,美术系
美术(二),3,"周旭,周巧云","副教授,讲师（高校）",008955,,30/1,,建筑城规类1804,1-6,205060708,A座306,美术系
美术(二),3,"周巧云,蒋烨","讲师（高校）,教授",008956,,28/1,,建筑城规类1801,1-6,105060708,A座307,美术系
美术(二),3,"周巧云,蒋烨","讲师（高校）,教授",008956,,28/1,,建筑城规类1801,1-6,405060708,A座307,美术系
美术(二),3,"孔果,蒋烨","讲师（高校）,教授",008957,,30/1,,建筑城规类1803,1-6,205060708,A座307,美术系
美术(二),3,"孔果,蒋烨","讲师（高校）,教授",008957,,30/1,,建筑城规类1803,1-6,401020304,A座307,美术系
建筑设计基础(2),4,"任倩岚,颜萍","讲师（高校）,讲师（高校）",008958,,28/1,,建筑城规类1802,1-8,201020304,A座303,建筑系
建筑设计基础(2),4,"任倩岚,颜萍","讲师（高校）,讲师（高校）",008958,,28/1,,建筑城规类1802,1-8,501020304,A座303,建筑系
建筑设计基础(2),4,"熊艳,吴韬","讲师（高校）,讲师（高校）",008959,,30/1,,建筑城规类1804,1-8,501020304,A座324,建筑系
建筑设计基础(2),4,"熊艳,吴韬","讲师（高校）,讲师（高校）",008959,,30/1,,建筑城规类1804,1-8,201020304,A座324,建筑系
建筑设计基础(2),4,"郑瑾,黄文娟","讲师（高校）,讲师（高校）",008960,,28/1,,建筑城规类1801,1-8,201020304,A座302,建筑系
建筑设计基础(2),4,"郑瑾,黄文娟","讲师（高校）,讲师（高校）",008960,,28/1,,建筑城规类1801,1-8,501020304,A座302,建筑系
建筑设计基础(2),4,"汤莉,许砚梅","副教授,副教授",008961,,30/1,,建筑城规类1803,1-8,501020304,A座323,建筑系
建筑设计基础(2),4,"汤莉,许砚梅","副教授,副教授",008961,,30/1,,建筑城规类1803,1-8,201020304,A座323,建筑系
